		strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM002698	>FRAACOPRA_v1_250064|ID:78957691|glyS, glyQ| Glycine--tRNA ligase beta subunit,Glycine--tRNA ligase alpha subunit [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0
33_frankia_FAM002699	>FRAACOPRA_v1_250066|ID:78957693| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002700	>FRAACOPRA_v1_250067|ID:78957694| Transketolase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002701	>FRAACOPRA_v1_250068|ID:78957695| bPH_2 domain-containing protein [Frankia AcoPRA]	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1
33_frankia_FAM002702	>FRAACOPRA_v1_250070|ID:78957697| Deoxyguanosinetriphosphate triphosphohydrolase-like protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1
33_frankia_FAM002703	>FRAACOPRA_v1_250072|ID:78957699|dnaG| DNA primase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002704	>FRAACOPRA_v1_250074|ID:78957701| Methyltransferase family protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0
33_frankia_FAM002705	>FRAACOPRA_v1_250075|ID:78957702| Glycosyltransferase [Frankia AcoPRA]	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	0	0	0	1	1	1	0	0	0	0
33_frankia_FAM002706	>FRAACOPRA_v1_250076|ID:78957703| Glycosyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	2	3
33_frankia_FAM002707	>FRAACOPRA_v1_250078|ID:78957705| Methyltransferase domain [Frankia AcoPRA]	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM002708	>FRAACOPRA_v1_250079|ID:78957706| Putative glycosyltransferase [Frankia AcoPRA]	1	2	1	1	2	1	2	1	1	2	1	1	2	2	2	2	2	2	2	1	0	0	1	0	1	2	1	2	1	1	1	0	1
33_frankia_FAM002709	>FRAACOPRA_v1_250080|ID:78957707| Sortase family protein, LPXTG-site transpeptidase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002710	>FRAACOPRA_v1_250081|ID:78957708| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1
33_frankia_FAM002711	>FRAACOPRA_v1_250084|ID:78957711| Putative bi-domain oxidoreductase [Frankia AcoPRA]	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
33_frankia_FAM002712	>FRAACOPRA_v1_250085|ID:78957712| Low molecular weight protein-tyrosine-phosphatase Wzb [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0
33_frankia_FAM002713	>FRAACOPRA_v1_250087|ID:78957714| Hepar_II_III_N domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0
33_frankia_FAM002714	>FRAACOPRA_v1_250088|ID:78957715| protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0
33_frankia_FAM002715	>FRAACOPRA_v1_250089|ID:78957716| Putative glycosyl transferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	2	2	1	2
33_frankia_FAM002716	>FRAACOPRA_v1_250091|ID:78957718| Nucleoside-diphosphate-sugar epimerase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
33_frankia_FAM002717	>FRAACOPRA_v1_250092|ID:78957719| UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1
33_frankia_FAM002718	>FRAACOPRA_v1_250093|ID:78957720| Putative dehydrogenase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0
33_frankia_FAM002720	>FRAACOPRA_v1_260002|ID:78957722| nucleoid associated protein (modular protein) [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1
33_frankia_FAM002721	>FRAACOPRA_v1_260003|ID:78957723|recR| recA filament-DNA complex stabilisation factor [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002722	>FRAACOPRA_v1_260004|ID:78957724| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002723	>FRAACOPRA_v1_260006|ID:78957726| conserved exported protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002724	>FRAACOPRA_v1_260008|ID:78957728|ask| Aspartokinase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002725	>FRAACOPRA_v1_260014|ID:78957734| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002726	>FRAACOPRA_v1_260015|ID:78957735| putative Cytochrome bd2, subunit II [Frankia AcoPRA]	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM002727	>FRAACOPRA_v1_260016|ID:78957736| Cytochrome bd-type quinol oxidase, subunit 1 [Frankia AcoPRA]	1	0	2	1	1	1	0	2	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
33_frankia_FAM002728	>FRAACOPRA_v1_260018|ID:78957738| Peptidase M48 [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
33_frankia_FAM002729	>FRAACOPRA_v1_260019|ID:78957739|ppc| Phosphoenolpyruvate carboxylase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
33_frankia_FAM002730	>FRAACOPRA_v1_260020|ID:78957740| conserved protein of unknown function [Frankia AcoPRA]	1	2	3	3	2	3	1	3	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	4	1	3	3	2	3	0	0	0	0
33_frankia_FAM002732	>FRAACOPRA_v1_260025|ID:78957745| Putative methyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1
33_frankia_FAM002733	>FRAACOPRA_v1_260027|ID:78957747| Chitin binding protein [Frankia AcoPRA]	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0
33_frankia_FAM002735	>FRAACOPRA_v1_260032|ID:78957752| DNA-binding transcriptional regulator, MerR family [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
33_frankia_FAM002738	>FRAACOPRA_v1_260038|ID:78957758| SWIM-type domain-containing protein [Frankia AcoPRA]	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM002739	>FRAACOPRA_v1_260039|ID:78957759|yehL| putative AAA(+) MoxR family ATPase YehL [Frankia AcoPRA]	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1
33_frankia_FAM002740	>FRAACOPRA_v1_260040|ID:78957760| conserved protein of unknown function [Frankia AcoPRA]	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM002741	>FRAACOPRA_v1_260041|ID:78957761| VWFA domain-containing protein [Frankia AcoPRA]	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM002742	>FRAACOPRA_v1_260042|ID:78957762| conserved exported protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1	0	0	0	0
33_frankia_FAM002743	>FRAACOPRA_v1_260047|ID:78957767| Transcriptional regulator [Frankia AcoPRA]	2	3	3	2	3	2	0	3	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	4	3	1	2
33_frankia_FAM002745	>FRAACOPRA_v1_260062|ID:78957782| transposase [Frankia AcoPRA]	4	0	0	0	1	0	0	5	0	0	0	0	7	6	6	13	9	3	3	2	1	1	1	3	1	1	2	0	1	0	0	9	9
33_frankia_FAM002746	>FRAACOPRA_v1_260069|ID:78957789| Antitoxin [Frankia AcoPRA]	1	0	1	1	0	1	0	2	0	0	0	0	2	2	2	1	2	2	1	1	6	2	3	2	3	1	1	3	1	2	1	3	0
33_frankia_FAM002747	>FRAACOPRA_v1_260070|ID:78957790|vapC| Ribonuclease VapC [Frankia AcoPRA]	1	0	2	1	0	1	0	2	0	0	0	0	2	2	2	1	2	2	1	1	3	1	3	2	2	1	1	3	1	1	1	3	0
33_frankia_FAM002748	>FRAACOPRA_v1_260079|ID:78957799|stp| Multidrug resistance protein stp [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002749	>FRAACOPRA_v1_260080|ID:78957800| DNA-binding protein [Frankia AcoPRA]	6	7	7	13	7	11	2	8	3	3	2	2	2	2	2	2	2	2	1	2	1	2	4	6	12	6	6	9	5	9	16	2	10
33_frankia_FAM002750	>FRAACOPRA_v1_260082|ID:78957802| Filamentation induced by cAMP protein fic [Frankia AcoPRA]	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0
33_frankia_FAM002751	>FRAACOPRA_v1_260085|ID:78957805| conserved protein of unknown function [Frankia AcoPRA]	2	0	1	3	0	3	1	2	0	1	0	0	1	1	1	1	1	1	1	4	5	7	4	0	3	1	3	2	0	1	3	2	3
33_frankia_FAM002752	>FRAACOPRA_v1_260086|ID:78957806| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	0	0	1	0	0	1	1	1	1	0	0	0	1	0
33_frankia_FAM002753	>FRAACOPRA_v1_260087|ID:78957807| conserved membrane protein of unknown function [Frankia AcoPRA]	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
33_frankia_FAM002754	>FRAACOPRA_v1_260088|ID:78957808| Signal transduction histidine kinase [Frankia AcoPRA]	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
33_frankia_FAM002755	>FRAACOPRA_v1_260093|ID:78957813| Regulatory protein TetR [Frankia AcoPRA]	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM002756	>FRAACOPRA_v1_260094|ID:78957814| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM002757	>FRAACOPRA_v1_260096|ID:78957816| TetR family transcriptional regulator [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	3	2	2	4	1	2	0	2
33_frankia_FAM002758	>FRAACOPRA_v1_270001|ID:78957822| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
33_frankia_FAM002759	>FRAACOPRA_v1_270002|ID:78957823| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0
33_frankia_FAM002760	>FRAACOPRA_v1_270003|ID:78957824| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
33_frankia_FAM002761	>FRAACOPRA_v1_270004|ID:78957825| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
33_frankia_FAM002762	>FRAACOPRA_v1_270005|ID:78957826| conserved protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
33_frankia_FAM002763	>FRAACOPRA_v1_270007|ID:78957828| protein of unknown function [Frankia AcoPRA]	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
33_frankia_FAM002764	>FRAACOPRA_v1_270009|ID:78957830| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	2	1	1	1	1	1	0	0	0	0	0	1	0	0
33_frankia_FAM002765	>FRAACOPRA_v1_270010|ID:78957831| FG-GAP repeat protein [Frankia AcoPRA]	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
33_frankia_FAM002766	>FRAACOPRA_v1_270013|ID:78957834| Ferredoxin, 2Fe-2S [Frankia AcoPRA]	1	2	1	2	2	2	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1
33_frankia_FAM002767	>FRAACOPRA_v1_270016|ID:78957837| Hemerythrin [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	3	0	0	1
33_frankia_FAM002768	>FRAACOPRA_v1_270019|ID:78957840| Glyoxalase/bleomycin resistance protein/dioxygenase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002769	>FRAACOPRA_v1_270025|ID:78957846| Lipid-transfer protein [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM002770	>FRAACOPRA_v1_270026|ID:78957847| OB_aCoA_assoc domain-containing protein [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM002771	>FRAACOPRA_v1_270037|ID:78957858| Fn3_like domain-containing protein [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	2	3	1	2	0	0
33_frankia_FAM002773	>FRAACOPRA_v1_270042|ID:78957863| Galactose-1-phosphate uridylyltransferase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM002774	>FRAACOPRA_v1_270044|ID:78957865| Beta-galactosidase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	2	1	2	0	0
33_frankia_FAM002776	>FRAACOPRA_v1_270050|ID:78957871| putative 1-alkyl-2-acetylglycerophosphocholine esterase [Frankia AcoPRA]	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002781	>FRAACOPRA_v1_270062|ID:78957883| LacI family transcriptional regulator [Frankia AcoPRA]	1	0	0	0	0	0	0	2	0	0	0	0	2	2	2	1	2	2	1	0	0	0	1	14	12	8	4	6	12	7	9	3	2
33_frankia_FAM002782	>FRAACOPRA_v1_270063|ID:78957884| Peptidase family U32 [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0
33_frankia_FAM002783	>FRAACOPRA_v1_270064|ID:78957885| Mandelate racemase/muconate lactonizing enzyme-like protein [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0
33_frankia_FAM002784	>FRAACOPRA_v1_270066|ID:78957887|aldH| NADP-dependent fatty aldehyde dehydrogenase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	1	0	0	0	0
33_frankia_FAM002785	>FRAACOPRA_v1_270067|ID:78957888| Sugar lactone lactonase YvrE [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	1	0	1
33_frankia_FAM002788	>FRAACOPRA_v1_270070|ID:78957891| MerR family transcriptional regulator [Frankia AcoPRA]	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0
33_frankia_FAM002792	>FRAACOPRA_v1_270081|ID:78957902|cas2| CRISPR-associated endoribonuclease Cas2 1 [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002800	>FRAACOPRA_v1_280005|ID:78957918| Putative Quercetin 2,3-dioxygenase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002801	>FRAACOPRA_v1_280006|ID:78957919| Methyltransferase type 11 [Frankia AcoPRA]	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	0	1
33_frankia_FAM002802	>FRAACOPRA_v1_280007|ID:78957920| 3-hydroxypropanoate dehydrogenase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
33_frankia_FAM002806	>FRAACOPRA_v1_280012|ID:78957925| Transcriptional regulator, HxlR family [Frankia AcoPRA]	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1
33_frankia_FAM002807	>FRAACOPRA_v1_280014|ID:78957927| Alcohol dehydrogenase [Frankia AcoPRA]	1	1	2	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	1	0	2	0	0	1	0	0	2	0	1
33_frankia_FAM002808	>FRAACOPRA_v1_280017|ID:78957930|crcB| Putative fluoride ion transporter CrcB 1 [Frankia AcoPRA]	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002809	>FRAACOPRA_v1_280018|ID:78957931|crcB| Putative fluoride ion transporter CrcB 2 [Frankia AcoPRA]	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
33_frankia_FAM002810	>FRAACOPRA_v1_280019|ID:78957932| conserved exported protein of unknown function [Frankia AcoPRA]	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002812	>FRAACOPRA_v1_280025|ID:78957938| Acetyltransferase [Frankia AcoPRA]	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM002813	>FRAACOPRA_v1_280027|ID:78957940|ung| Uracil-DNA glycosylase [Frankia AcoPRA]	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
33_frankia_FAM002814	>FRAACOPRA_v1_280028|ID:78957941| NAD_binding_9 domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
33_frankia_FAM002816	>FRAACOPRA_v1_280038|ID:78957951| Putative integral membrane protein transcription factor [Frankia AcoPRA]	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
33_frankia_FAM002817	>FRAACOPRA_v1_280039|ID:78957952| exported protein of unknown function [Frankia AcoPRA]	3	3	2	3	3	3	1	2	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	3	1	3	1	1	3	1	2	1	1
33_frankia_FAM002818	>FRAACOPRA_v1_280043|ID:78957956| ABC-type nitrate/sulfonate/bicarbonate transport system, permease component [Frankia AcoPRA]	3	3	2	3	3	3	1	2	2	1	2	2	0	0	0	0	0	0	0	1	1	0	0	2	1	2	0	1	2	1	2	1	1
33_frankia_FAM002820	>FRAACOPRA_v1_280049|ID:78957962| conserved membrane protein of unknown function [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
33_frankia_FAM002821	>FRAACOPRA_v1_280050|ID:78957963| Putative transmembrane anti-sigma factor [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
33_frankia_FAM002822	>FRAACOPRA_v1_280051|ID:78957964| RNA polymerase, sigma-24 subunit, ECF subfamily [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
33_frankia_FAM002823	>FRAACOPRA_v1_280053|ID:78957966| Restriction endonuclease [Frankia AcoPRA]	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0
33_frankia_FAM002824	>FRAACOPRA_v1_280052|ID:78957965| Antibiotic biosynthesis monooxygenase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM002825	>FRAACOPRA_v1_280055|ID:78957968| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002826	>FRAACOPRA_v1_280056|ID:78957969| conserved protein of unknown function [Frankia AcoPRA]	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002827	>FRAACOPRA_v1_280058|ID:78957971| Transcriptional regulator [Frankia AcoPRA]	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM002828	>FRAACOPRA_v1_280061|ID:78957974| conserved protein of unknown function [Frankia AcoPRA]	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM002829	>FRAACOPRA_v1_280064|ID:78957977| putative Inorganic diphosphatase [Frankia AcoPRA]	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
33_frankia_FAM002831	>FRAACOPRA_v1_280091|ID:78958004| HTH_30 domain-containing protein [Frankia AcoPRA]	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1
33_frankia_FAM002832	>FRAACOPRA_v1_290004|ID:78958011| Putative membrane protein [Frankia AcoPRA]	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1
33_frankia_FAM002833	>FRAACOPRA_v1_290005|ID:78958012| conserved protein of unknown function [Frankia AcoPRA]	1	2	2	1	2	2	0	2	1	1	0	1	2	2	2	2	2	2	2	0	0	0	0	1	1	1	1	1	1	1	2	1	1
